depth,qubits,qasm_definition
6,2,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[2]; creg c[2]; h q[0]; tdg q[1]; u3(1.9081968922035721,0.604126519642485,1.223030386456818) q[0]; id q[1]; h q[0]; rx(0.8225314498189006) q[1]; sx q[0]; ry(1.2865864234892046) q[1]; p(5.088070779534821) q[1]; h q[1]; rz(2.8969254928625934) q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; rccx q[0],q[3],q[4]; xx_minus_yy(0.4160387651766012,5.8350968965470456) q[2],q[1]; cswap q[0],q[4],q[1]; r(3.7441657713503584,3.9609152792669104) q[3]; ccx q[1],q[0],q[3]; ccz q[4],q[3],q[0]; ccz q[2],q[1],q[3]; rcccx q[0],q[4],q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[3]; creg c[3]; cu1(4.075353282645517) q[1],q[0]; u1(2.6168075111409848) q[2]; ccz q[1],q[2],q[0]; rzx(0.15928530451924255) q[2],q[0]; ccx q[0],q[1],q[2]; ecr q[2],q[0]; dcx q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[3]; creg c[3]; crx(1.505337405159913) q[2],q[1]; ry(5.934224169500798) q[0]; cry(3.1390573893668385) q[1],q[0]; y q[2]; p(3.0054633009997933) q[0]; t q[2]; h q[0]; x q[1]; id q[0]; tdg q[2]; u(4.202593862079361,1.011323058846337,6.195883150324061) q[0]; tdg q[1]; tdg q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[2]; creg c[2]; cx q[1],q[0]; dcx q[1],q[0]; rz(1.7171741158739244) q[1]; u2(5.4440058340938915,1.9885967466060526) q[0]; cs q[0],q[1]; cy q[1],q[0]; crz(1.033447514256188) q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } qreg q[3]; creg c[3]; s q[2]; ry(1.5163874733226899) q[0]; rxx(4.78557004595646) q[2],q[0]; xx_minus_yy(4.364876354346812,0.438520995401604) q[1],q[2]; csdg q[0],q[2]; xx_minus_yy(2.5011092557704138,1.4628254733925783) q[1],q[0]; swap q[1],q[2]; id q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } qreg q[2]; creg c[2]; sx q[0]; u1(2.219569961001926) q[1]; sx q[0]; sx q[1]; r(4.468264874555191,1.5545008119075743) q[0]; cu1(4.306500425245705) q[1],q[0]; sxdg q[1]; sdg q[0]; ryy(2.331736004674403) q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[3]; creg c[3]; ccx q[1],q[0],q[2]; rccx q[2],q[1],q[0]; rzx(0.40959468037779817) q[2],q[0]; id q[1]; ccz q[0],q[2],q[1]; rccx q[2],q[0],q[1]; rccx q[0],q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[5]; creg c[5]; ccz q[0],q[1],q[2]; ecr q[4],q[3]; iswap q[2],q[3]; tdg q[1]; rx(3.348432010365566) q[0]; u1(3.2653163468853115) q[4]; rccx q[1],q[2],q[0]; ryy(0.3281106322183952) q[4],q[3]; y q[4]; r(0.6287353671371457,5.708389359890654) q[2]; u1(5.07060517954127) q[1]; swap q[3],q[0]; x q[2]; dcx q[3],q[0]; sxdg q[4]; x q[1]; sx q[4]; rccx q[2],q[3],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; rzx(0.6216093404231354) q[1],q[2]; cy q[0],q[3]; rccx q[3],q[2],q[0]; z q[1]; c3sqrtx q[3],q[2],q[0],q[1]; ch q[0],q[2]; xx_minus_yy(5.790971260533664,0.917355575731733) q[1],q[3]; rcccx q[3],q[2],q[1],q[0]; cswap q[0],q[3],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[2]; creg c[2]; ecr q[1],q[0]; cu3(3.6154886032955056,1.1556690648811172,2.392624951674328) q[0],q[1]; csx q[1],q[0]; cry(0.9328667874522256) q[0],q[1]; rzx(5.6649156459561585) q[0],q[1]; cz q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } qreg q[5]; creg c[5]; cp(1.7618975074888445) q[0],q[2]; ccx q[3],q[4],q[1]; ccz q[0],q[4],q[1]; z q[2]; csx q[1],q[2]; crx(6.178643812505085) q[4],q[3]; u1(1.7755373221554611) q[0]; ryy(5.356038633489978) q[1],q[4]; ccx q[0],q[3],q[2]; csdg q[3],q[1]; ccx q[0],q[2],q[4]; u2(3.0063949842859587,0.7075856205733366) q[0]; ecr q[1],q[2]; ch q[3],q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; c3sqrtx q[1],q[3],q[0],q[4]; h q[2]; ccz q[0],q[3],q[4]; ch q[2],q[1]; ccx q[0],q[4],q[3]; cswap q[3],q[1],q[2]; c3sqrtx q[3],q[1],q[2],q[4]; rcccx q[1],q[0],q[4],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[2]; creg c[2]; z q[0]; u2(2.0872546408035366,4.195173137019936) q[0]; t q[1]; y q[1]; r(0.09688954290161232,5.533026761083675) q[0]; sxdg q[1]; u1(2.999603817385356) q[0]; rx(3.475783528536702) q[1]; u2(3.110620685147498,1.9385116108472042) q[1]; sx q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } qreg q[2]; creg c[2]; s q[0]; ry(2.603362721021575) q[1]; id q[1]; sxdg q[0]; u2(3.8942483730082778,3.0925934272470097) q[1]; rzx(4.5724787010495636) q[0],q[1]; x q[1]; cu(4.456167925304911,6.026601812580036,6.172479100017927,0.5689686620856418) q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[5]; creg c[5]; rccx q[3],q[1],q[4]; rx(3.9409669090821553) q[0]; rccx q[3],q[2],q[1]; id q[4]; ccx q[1],q[4],q[3]; crz(1.1527162645337599) q[2],q[0]; c3sqrtx q[3],q[1],q[4],q[2]; u(2.442393536109957,3.034445248238917,4.8887672387076515) q[0]; ccx q[2],q[4],q[3]; rzz(5.974239205277154) q[0],q[1]; rx(3.611351895801727) q[1]; ccz q[0],q[4],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[2]; creg c[2]; cy q[1],q[0]; xx_plus_yy(1.8743941335160839,3.1227106713798776) q[0],q[1]; swap q[1],q[0]; ecr q[1],q[0]; cs q[1],q[0]; cx q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[2]; creg c[2]; cz q[0],q[1]; sdg q[1]; r(1.2731072169763946,1.5124880634915165) q[0]; sxdg q[1]; crz(2.3577596123586866) q[0],q[1]; sdg q[0]; u2(2.0900919212351807,5.704721168815343) q[1]; t q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[4]; creg c[4]; s q[2]; r(1.6451492722301748,1.9126707025292151) q[1]; rzz(2.896457608100443) q[0],q[3]; rcccx q[1],q[3],q[2],q[0]; r(4.410888455007906,2.068635129107267) q[0]; rccx q[1],q[3],q[2]; rcccx q[2],q[0],q[3],q[1]; ccx q[2],q[1],q[0]; c3sqrtx q[3],q[1],q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[4]; creg c[4]; ch q[0],q[2]; ry(5.175731779845509) q[3]; c3sqrtx q[3],q[0],q[2],q[1]; rzz(3.6053854404459535) q[2],q[1]; c3sqrtx q[0],q[2],q[1],q[3]; cs q[1],q[2]; c3sqrtx q[3],q[0],q[2],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } qreg q[2]; creg c[2]; cu1(1.1445965605609092) q[0],q[1]; cp(4.006226031877359) q[1],q[0]; cp(1.7479084756959309) q[0],q[1]; rzz(0.8866044575728261) q[0],q[1]; ryy(1.0483291515526125) q[1],q[0]; csdg q[0],q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[5]; creg c[5]; sx q[1]; rccx q[4],q[0],q[3]; u1(0.9982051311103046) q[2]; ccz q[0],q[1],q[2]; sdg q[3]; ccx q[4],q[2],q[0]; z q[3]; rz(5.893346211611386) q[1]; rx(3.276109766861247) q[0]; h q[4]; ccx q[2],q[3],q[1]; cp(0.20119194201307058) q[2],q[0]; cswap q[3],q[4],q[1]; ccx q[3],q[1],q[4]; h q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[3]; creg c[3]; id q[1]; crx(4.400956993972213) q[2],q[0]; cz q[2],q[1]; p(5.872659572059457) q[0]; rz(3.5147544356529883) q[0]; rx(4.991069738755115) q[1]; z q[2]; sdg q[0]; sdg q[2]; r(4.354047897759038,2.7554381663606096) q[1]; y q[1]; crz(0.2986182532413828) q[0],q[2]; cz q[2],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate cs q0,q1 { p(pi/4) q0; cx q0,q1; p(-pi/4) q1; cx q0,q1; p(pi/4) q1; } qreg q[2]; creg c[2]; r(6.021868111617887,2.274776692962716) q[1]; rz(0.31318802642485105) q[0]; cs q[0],q[1]; sxdg q[0]; sx q[1]; t q[1]; cs q[0],q[1]; u3(5.805085785355842,5.788707695589861,0.31179810439133376) q[1]; ry(0.8298551657117443) q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; qreg q[2]; creg c[2]; z q[1]; y q[0]; y q[0]; sxdg q[1]; rz(3.2001143741340217) q[1]; u3(0.4156420812953282,5.1668815158796235,3.8364613981660938) q[0]; sx q[1]; s q[1]; rx(4.576994277587729) q[0]; s q[1]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } qreg q[3]; creg c[3]; rccx q[2],q[1],q[0]; u(1.5557858204519248,0.509543501364297,3.2018368085512225) q[1]; rxx(2.216719329635834) q[2],q[0]; cry(0.6218002850214215) q[2],q[1]; u(2.6019754187252344,1.8767707480950504,5.579131266774212) q[0]; u3(2.2355666906465257,0.6436223224601592,5.220351690138877) q[0]; xx_minus_yy(4.923173733999548,3.4870387507845386) q[1],q[2]; cy q[0],q[1]; id q[0]; cry(1.5627838325852872) q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate csdg q0,q1 { p(-pi/4) q0; cx q0,q1; p(pi/4) q1; cx q0,q1; p(-pi/4) q1; } qreg q[3]; creg c[3]; t q[0]; x q[2]; sxdg q[1]; x q[0]; cz q[2],q[1]; ry(5.990638200998791) q[1]; csdg q[2],q[0]; rccx q[1],q[0],q[2]; t q[1]; crx(1.7005637917193854) q[2],q[0]; cx q[0],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,3,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } qreg q[3]; creg c[3]; r(1.2003592638580374,1.96087198399854) q[0]; cx q[1],q[2]; h q[0]; u1(1.6977907748592058) q[1]; p(4.46023837567492) q[2]; cswap q[2],q[0],q[1]; ccz q[0],q[1],q[2]; ccx q[0],q[1],q[2]; ccx q[0],q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate xx_minus_yy(param0,param1) q0,q1 { rz(-param1) q1; rz(-pi/2) q0; sx q0; rz(pi/2) q0; s q1; cx q0,q1; ry(param0/2) q0; ry(-param0/2) q1; cx q0,q1; sdg q1; rz(-pi/2) q0; sxdg q0; rz(pi/2) q0; rz(param1) q1; } qreg q[4]; creg c[4]; rzz(3.2991036609992697) q[1],q[0]; cu3(2.7667052322951067,2.7606794635172407,2.9339148280936613) q[3],q[2]; u1(4.058620916439133) q[3]; cu(4.006266756204366,0.6470589408463512,4.416214377731919,1.8674607092483038) q[1],q[2]; id q[0]; xx_minus_yy(3.6555644055047054,5.5648566206669585) q[1],q[3]; t q[0]; ry(6.249711002211526) q[2]; u3(2.933807109755676,1.755575769829398,2.6270676080113637) q[0]; ry(1.154030412129913) q[3]; u1(5.034656709510518) q[1]; y q[0]; cz q[2],q[3]; ry(4.072679478521348) q[0]; p(5.0066136661106295) q[1]; cu(1.4823857681938433,3.9695731955129925,1.6099370394243302,5.752651692316462) q[3],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate ryy(param0) q0,q1 { rx(pi/2) q0; rx(pi/2) q1; cx q0,q1; rz(param0) q1; cx q0,q1; rx(-pi/2) q0; rx(-pi/2) q1; } qreg q[4]; creg c[4]; ccz q[2],q[0],q[3]; h q[1]; cswap q[3],q[1],q[2]; ccz q[1],q[0],q[2]; u3(4.7145998885004134,3.3769380697856444,0.7478069873026479) q[3]; dcx q[0],q[3]; ryy(0.5132354442459821) q[1],q[2]; rccx q[3],q[1],q[2]; c3sqrtx q[0],q[3],q[1],q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate rzx(param0) q0,q1 { h q1; cx q0,q1; rz(param0) q1; cx q0,q1; h q1; } gate ecr q0,q1 { rzx(pi/4) q0,q1; x q0; rzx(-pi/4) q0,q1; } gate xx_plus_yy(param0,param1) q0,q1 { rz(param1) q0; rz(-pi/2) q1; sx q1; rz(pi/2) q1; s q0; cx q1,q0; ry(-param0/2) q1; ry(-param0/2) q0; cx q1,q0; sdg q0; rz(-pi/2) q1; sxdg q1; rz(pi/2) q1; rz(-param1) q0; } gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[4]; creg c[4]; ecr q[2],q[0]; id q[1]; xx_plus_yy(5.322258691617984,2.716400533704785) q[3],q[1]; z q[0]; r(1.1909992074853266,0.8765862363740958) q[2]; rx(2.0694079167535016) q[1]; cu(5.01371435557783,3.8324686129645724,1.9025304543028323,5.361210155062476) q[2],q[0]; tdg q[3]; xx_plus_yy(1.2246966901489948,5.348705901211639) q[1],q[3]; p(4.898915526223827) q[2]; s q[1]; ch q[3],q[2]; u2(1.3150384440222085,5.300607797798282) q[0]; t q[3]; u(3.3292082104604632,5.875520507963748,2.2880972784520326) q[2]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } qreg q[5]; creg c[5]; dcx q[4],q[3]; ry(4.153887113771263) q[0]; sx q[2]; dcx q[4],q[0]; z q[1]; u(3.808860482004508,4.336992528214989,3.8859551702771005) q[3]; u2(5.955628902238449,4.548761838844788) q[2]; iswap q[2],q[1]; z q[4]; dcx q[4],q[2]; cu1(0.019472059762942837) q[3],q[0]; z q[1]; x q[2]; crz(1.189252331748773) q[4],q[0]; sx q[1]; sxdg q[3]; cu(3.342090392136238,0.5868978146857701,4.276027839323479,4.021342549499048) q[0],q[1]; sx q[2]; rzz(5.602793221156726) q[4],q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
6,2,"OPENQASM 2.0; include ""qelib1.inc""; gate dcx q0,q1 { cx q0,q1; cx q1,q0; } qreg q[2]; creg c[2]; ch q[0],q[1]; z q[0]; ch q[1],q[0]; csx q[0],q[1]; cu3(2.255265467529901,6.198966291663337,1.9645062238879494) q[1],q[0]; dcx q[1],q[0]; measure q[0] -> c[0]; measure q[1] -> c[1];"
6,4,"OPENQASM 2.0; include ""qelib1.inc""; gate r(param0,param1) q0 { u3(param0,param1 - pi/2,pi/2 - param1) q0; } qreg q[4]; creg c[4]; rccx q[3],q[2],q[1]; y q[0]; ccx q[0],q[3],q[1]; t q[2]; sxdg q[0]; rx(2.965798210255239) q[1]; h q[2]; r(5.449680819905644,0.16229545419644886) q[1]; u3(1.8723935059051655,3.889487250246022,5.714652861294073) q[0]; y q[2]; s q[0]; r(2.0790585725390356,6.27732912991757) q[3]; crx(4.697733049981415) q[2],q[1]; z q[2]; u(0.11553954629049745,1.0079853126362976,1.2490870533131273) q[1]; s q[0]; y q[3]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3];"
6,5,"OPENQASM 2.0; include ""qelib1.inc""; gate ccz q0,q1,q2 { h q2; ccx q0,q1,q2; h q2; } gate iswap q0,q1 { s q0; s q1; h q0; cx q0,q1; cx q1,q0; h q1; } gate rcccx q0,q1,q2,q3 { u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; cx q0,q3; u1(pi/4) q3; cx q1,q3; u1(-pi/4) q3; u2(0,pi) q3; u1(pi/4) q3; cx q2,q3; u1(-pi/4) q3; u2(0,pi) q3; } qreg q[5]; creg c[5]; rccx q[1],q[0],q[4]; h q[3]; z q[2]; ccz q[1],q[4],q[3]; iswap q[2],q[0]; ccx q[3],q[2],q[0]; ccx q[0],q[3],q[1]; u(1.7185463922174424,1.7933342101713243,1.9027423160509842) q[3]; rcccx q[4],q[1],q[0],q[2]; ccx q[1],q[2],q[0]; csx q[3],q[4]; measure q[0] -> c[0]; measure q[1] -> c[1]; measure q[2] -> c[2]; measure q[3] -> c[3]; measure q[4] -> c[4];"
